epoch,step,train_loss,val_acc,val_loss,val_mcc
0,24,0.6894336342811584,,,
0,49,0.7203440070152283,,,
0,74,0.6812383532524109,,,
0,99,0.6406480669975281,,,
0,124,0.7052726745605469,,,
0,149,0.6509639024734497,,,
0,174,0.6954324841499329,,,
0,199,0.6792410016059875,,,
0,207,,0.6223278045654297,0.6647235155105591,0.18637967109680176
1,224,0.682835578918457,,,
1,249,0.6892309188842773,,,
1,274,0.7144472002983093,,,
1,299,0.6967363357543945,,,
1,324,0.6818779110908508,,,
1,349,0.699268639087677,,,
1,374,0.75408536195755,,,
1,399,0.7382526397705078,,,
1,415,,0.6223278045654297,0.6635521650314331,0.18637967109680176
2,424,0.7095018029212952,,,
2,449,0.6994770169258118,,,
2,474,0.7077481150627136,,,
2,499,0.6976394653320312,,,
2,524,0.6324130892753601,,,
2,549,0.72906494140625,,,
2,574,0.6399730443954468,,,
2,599,0.6482098698616028,,,
2,623,,0.6223278045654297,0.6677666306495667,0.18637967109680176
3,624,0.6297556757926941,,,
3,649,0.7023809552192688,,,
3,674,0.7094504833221436,,,
3,699,0.7662510871887207,,,
3,724,0.7060604691505432,,,
3,749,0.6085577011108398,,,
3,774,0.6307900547981262,,,
3,799,0.7463586926460266,,,
3,824,0.6794341206550598,,,
3,831,,0.6223278045654297,0.6695354580879211,0.18637967109680176
4,849,0.6516187191009521,,,
4,874,0.6661084294319153,,,
4,899,0.6793289184570312,,,
4,924,0.7175369262695312,,,
4,949,0.7140741944313049,,,
4,974,0.6564481854438782,,,
4,999,0.7009751200675964,,,
4,1024,0.6000539660453796,,,
4,1039,,0.6223278045654297,0.6629993319511414,0.18637967109680176
5,1049,0.6813725829124451,,,
5,1074,0.7005082964897156,,,
5,1099,0.6314639449119568,,,
5,1124,0.7050826549530029,,,
5,1149,0.6285930871963501,,,
5,1174,0.7011852264404297,,,
5,1199,0.6372544169425964,,,
5,1224,0.6436337232589722,,,
5,1247,,0.6223278045654297,0.673723578453064,0.18637967109680176
6,1249,0.7149384617805481,,,
6,1274,0.6981105208396912,,,
6,1299,0.7267067432403564,,,
6,1324,0.7607364058494568,,,
