epoch,step,train_loss,val_acc,val_loss,val_mcc
0,24,0.8225429058074951,,,
0,49,0.6603836417198181,,,
0,74,0.6222521066665649,,,
0,99,0.6266317367553711,,,
0,124,0.709468424320221,,,
0,149,0.6573699116706848,,,
0,174,0.5838848948478699,,,
0,199,0.511250913143158,,,
0,207,,0.6116389632225037,0.5994622111320496,0.354202002286911
1,224,0.6484348773956299,,,
1,249,0.45160111784935,,,
1,274,0.5821773409843445,,,
1,299,0.9503591060638428,,,
1,324,0.6282432675361633,,,
1,349,0.6388025879859924,,,
1,374,0.9913129210472107,,,
1,399,0.4817562997341156,,,
1,415,,0.7636579275131226,0.4508330523967743,0.4838915467262268
2,424,0.40587127208709717,,,
2,449,0.5477650165557861,,,
2,474,0.6332659721374512,,,
2,499,0.3932717740535736,,,
2,524,0.20388782024383545,,,
2,549,0.31493356823921204,,,
2,574,0.5043548941612244,,,
2,599,0.29838940501213074,,,
2,623,,0.8076009750366211,0.4286240339279175,0.5519651770591736
3,624,0.12863954901695251,,,
3,649,0.14989858865737915,,,
3,674,0.2941461503505707,,,
3,699,0.22375011444091797,,,
3,724,0.1201539859175682,,,
3,749,0.27182474732398987,,,
3,774,0.30757907032966614,,,
3,799,0.8014945387840271,,,
3,824,0.4074883460998535,,,
3,831,,0.8408551216125488,0.3441616892814636,0.6464461088180542
4,849,0.20158755779266357,,,
4,874,0.038127560168504715,,,
4,899,0.24818141758441925,,,
4,924,0.4139019250869751,,,
4,949,0.35404500365257263,,,
4,974,0.05956926941871643,,,
4,999,0.331672340631485,,,
4,1024,0.36194339394569397,,,
4,1039,,0.8099762201309204,0.5541200041770935,0.6209878325462341
5,1049,0.1162307932972908,,,
5,1074,0.004884059075266123,,,
